Votado| B| CLAIM| NA| NA| 0
de| O| NA| NA| NA| 0
siglos| O| NA| NA| NA| 0
atrás| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
esta| O| NA| NA| NA| 0
costumbre| O| NA| NA| NA| 0
es| O| NA| NA| NA| 0
más| O| NA| NA| NA| 0
vieja| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
las| O| NA| NA| NA| 0
calles| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
las| O| NA| NA| NA| 0
aceras| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Los| O| NA| NA| NA| 0
urbanistas| O| NA| NA| NA| 0
jamás| O| NA| NA| NA| 0
pensaron| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
esto| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
La| O| NA| NA| NA| 0
solución| O| NA| NA| NA| 0
es| O| NA| NA| NA| 0
habilitar| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
misma| O| NA| NA| NA| 0
acera| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
tal| O| NA| NA| NA| 0
como| O| NA| NA| NA| 0
si| O| NA| NA| NA| 0
se| O| NA| NA| NA| 0
fuera| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
sembrar| O| NA| NA| NA| 0
un| O| NA| NA| NA| 0
árbol| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
un| O| NA| NA| NA| 0
rectángulo| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
tierra| O| NA| NA| NA| 0
donde| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
perro| O| NA| NA| NA| 0
mee| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
cague| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Los| O| NA| NA| NA| 0
orines| O| NA| NA| NA| 0
se| O| NA| NA| NA| 0
drenan| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
caca| O| NA| NA| NA| 0
se| O| NA| NA| NA| 0
recoge| O| NA| NA| NA| 0
mejor| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Esto| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
es| O| NA| NA| NA| 0
ni| O| NA| NA| NA| 0
difícil| O| NA| NA| NA| 0
ni| O| NA| NA| NA| 0
costoso| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Es| O| NA| NA| NA| 0
más| O| NA| NA| NA| 0
barato| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
estar| O| NA| NA| NA| 0
limpiando| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
orines| O| NA| NA| NA| 0
con| O| NA| NA| NA| 0
camiones| O| NA| NA| NA| 0
cisternas| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
vista| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
poca| O| NA| NA| NA| 0
lluvia| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
cae| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
Madrid| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Me| B| CLAIM| NA| NA| 0
parece| I| CLAIM| NA| NA| 0
muy| I| CLAIM| NA| NA| 0
buena| I| CLAIM| NA| NA| 0
idea| I| CLAIM| NA| NA| 0
,| O| NA| NA| NA| 0
pero| B| PREMISE| OPPOSITION| ATTACK| -1
un| I| PREMISE| OPPOSITION| ATTACK| -1
poco| I| PREMISE| OPPOSITION| ATTACK| -1
compleja| I| PREMISE| OPPOSITION| ATTACK| -1
para| I| PREMISE| OPPOSITION| ATTACK| -1
ponerla| I| PREMISE| OPPOSITION| ATTACK| -1
en| I| PREMISE| OPPOSITION| ATTACK| -1
marcha| I| PREMISE| OPPOSITION| ATTACK| -1
.| O| NA| NA| NA| 0
Pero| O| NA| NA| NA| 0
yo| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
apoyo| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Yo| O| NA| NA| NA| 0
tengo| O| NA| NA| NA| 0
perro| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
siempre| O| NA| NA| NA| 0
recojo| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
excrementos| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
me| O| NA| NA| NA| 0
parece| O| NA| NA| NA| 0
una| O| NA| NA| NA| 0
guarreria| O| NA| NA| NA| 0
tener| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
ir| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
calle| O| NA| NA| NA| 0
esquivando| O| NA| NA| NA| 0
mierdas| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Pero| O| NA| NA| NA| 0
también| O| NA| NA| NA| 0
muchas| O| NA| NA| NA| 0
veces| O| NA| NA| NA| 0
hay| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
esquivar| O| NA| NA| NA| 0
basura| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
dejan| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
llamados| O| NA| NA| NA| 0
humanos| O| NA| NA| NA| 0
botes| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
bolsas| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
basura| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
cartonesm| O| NA| NA| NA| 0
etc.| O| NA| NA| NA| 0

El| B| CLAIM| NA| NA| 0
problema| I| CLAIM| NA| NA| 0
principal| I| CLAIM| NA| NA| 0
es| I| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
propia| I| CLAIM| NA| NA| 0
ciudadanía| I| CLAIM| NA| NA| 0
que| I| CLAIM| NA| NA| 0
somos| I| CLAIM| NA| NA| 0
unos| I| CLAIM| NA| NA| 0
cerdos| I| CLAIM| NA| NA| 0
.| O| NA| NA| NA| 0
En| B| PREMISE| EXEMPLIFICATION| SUPPORT| -1
mi| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
barrio| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
pasa| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
e| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
barrendero| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
y| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
a| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
las| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
5| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
horas| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
literalmente| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
,| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
porque| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
es| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
cuando| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
saco| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
al| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
perro| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
ya| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
está| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
otra| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
vez| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
la| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
calle| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
llena| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
de| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
basura| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
,| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
papeles| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
,| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
envoltorios| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
,| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Y| O| NA| NA| NA| 0
luego| O| NA| NA| NA| 0
ves| B| PREMISE| ADDITION| SUPPORT| -1
las| I| PREMISE| ADDITION| SUPPORT| -1
papeleras| I| PREMISE| ADDITION| SUPPORT| -1
vacías| I| PREMISE| ADDITION| SUPPORT| -1
.| O| NA| NA| NA| 0
En| B| PREMISE| RESTATEMENT| SUPPORT| -3
mi| I| PREMISE| RESTATEMENT| SUPPORT| -3
barrio| I| PREMISE| RESTATEMENT| SUPPORT| -3
al| I| PREMISE| RESTATEMENT| SUPPORT| -3
menos| I| PREMISE| RESTATEMENT| SUPPORT| -3
mis| I| PREMISE| RESTATEMENT| SUPPORT| -3
vecinos| I| PREMISE| RESTATEMENT| SUPPORT| -3
son| I| PREMISE| RESTATEMENT| SUPPORT| -3
unos| I| PREMISE| RESTATEMENT| SUPPORT| -3
cerdos| I| PREMISE| RESTATEMENT| SUPPORT| -3
.| O| NA| NA| NA| 0

Una| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
las| O| NA| NA| NA| 0
principales| O| NA| NA| NA| 0
pautas| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
las| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
valoraré| O| NA| NA| NA| 0
al| O| NA| NA| NA| 0
nuevo| O| NA| NA| NA| 0
gobierno| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
al| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
he| O| NA| NA| NA| 0
votado| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
es| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
limpieza| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Espero| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
acabe| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
lo| O| NA| NA| NA| 0
antes| O| NA| NA| NA| 0
posible| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
con| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
dejadez| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
nos| O| NA| NA| NA| 0
han| O| NA| NA| NA| 0
dejado| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
anteriores| O| NA| NA| NA| 0
desgobiernos| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
Madrid| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Totalmente| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
favor| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
tu| O| NA| NA| NA| 0
propuesta| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Buenos| O| NA| NA| NA| 0
días| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
todos| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
el| B| CLAIM| NA| NA| 0
problema| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
los| I| CLAIM| NA| NA| 0
excrementos| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
los| I| CLAIM| NA| NA| 0
perros| I| CLAIM| NA| NA| 0
en| I| CLAIM| NA| NA| 0
las| I| CLAIM| NA| NA| 0
calles| I| CLAIM| NA| NA| 0
creo| I| CLAIM| NA| NA| 0
que| I| CLAIM| NA| NA| 0
es| I| CLAIM| NA| NA| 0
un| I| CLAIM| NA| NA| 0
problema| I| CLAIM| NA| NA| 0
que| I| CLAIM| NA| NA| 0
afecta| I| CLAIM| NA| NA| 0
a| I| CLAIM| NA| NA| 0
todos| I| CLAIM| NA| NA| 0
los| I| CLAIM| NA| NA| 0
barrios| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
Madrid| I| CLAIM| NA| NA| 0
,| O| NA| NA| NA| 0
por| B| PREMISE| PRECISION| SUPPORT| -1
lo| I| PREMISE| PRECISION| SUPPORT| -1
menos| I| PREMISE| PRECISION| SUPPORT| -1
en| I| PREMISE| PRECISION| SUPPORT| -1
mi| I| PREMISE| PRECISION| SUPPORT| -1
barrio| I| PREMISE| PRECISION| SUPPORT| -1
,| I| PREMISE| PRECISION| SUPPORT| -1
Valdezarza| I| PREMISE| PRECISION| SUPPORT| -1
,| I| PREMISE| PRECISION| SUPPORT| -1
es| I| PREMISE| PRECISION| SUPPORT| -1
muy| I| PREMISE| PRECISION| SUPPORT| -1
evidente| I| PREMISE| PRECISION| SUPPORT| -1
.| O| NA| NA| NA| 0
Desde| O| NA| NA| NA| 0
mi| O| NA| NA| NA| 0
punto| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
vista| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
concienciar| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
dueños| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
perros| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
este| O| NA| NA| NA| 0
problema| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
está| O| NA| NA| NA| 0
dando| O| NA| NA| NA| 0
solución| O| NA| NA| NA| 0
al| O| NA| NA| NA| 0
problema| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Los| B| CLAIM| NA| NA| 0
servicios| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
limpieza| I| CLAIM| NA| NA| 0
del| I| CLAIM| NA| NA| 0
ayuntamiento| I| CLAIM| NA| NA| 0
hacen| I| CLAIM| NA| NA| 0
lo| I| CLAIM| NA| NA| 0
que| I| CLAIM| NA| NA| 0
pueden| I| CLAIM| NA| NA| 0
para| I| CLAIM| NA| NA| 0
limpiar| I| CLAIM| NA| NA| 0
las| I| CLAIM| NA| NA| 0
calles| I| CLAIM| NA| NA| 0
,| O| NA| NA| NA| 0
pero| B| PREMISE| OPPOSITION| ATTACK| -1
son| I| PREMISE| OPPOSITION| ATTACK| -1
muchos| I| PREMISE| OPPOSITION| ATTACK| -1
los| I| PREMISE| OPPOSITION| ATTACK| -1
dueños| I| PREMISE| OPPOSITION| ATTACK| -1
de| I| PREMISE| OPPOSITION| ATTACK| -1
perros| I| PREMISE| OPPOSITION| ATTACK| -1
que| I| PREMISE| OPPOSITION| ATTACK| -1
no| I| PREMISE| OPPOSITION| ATTACK| -1
limpian| I| PREMISE| OPPOSITION| ATTACK| -1
sus| I| PREMISE| OPPOSITION| ATTACK| -1
excrementos| I| PREMISE| OPPOSITION| ATTACK| -1
,| I| PREMISE| OPPOSITION| ATTACK| -1
por| I| PREMISE| OPPOSITION| ATTACK| -1
lo| I| PREMISE| OPPOSITION| ATTACK| -1
que| I| PREMISE| OPPOSITION| ATTACK| -1
la| I| PREMISE| OPPOSITION| ATTACK| -1
calle| I| PREMISE| OPPOSITION| ATTACK| -1
está| I| PREMISE| OPPOSITION| ATTACK| -1
repleta| I| PREMISE| OPPOSITION| ATTACK| -1
de| I| PREMISE| OPPOSITION| ATTACK| -1
excrementos| I| PREMISE| OPPOSITION| ATTACK| -1
.| O| NA| NA| NA| 0
Si| O| NA| NA| NA| 0
además| O| NA| NA| NA| 0
tienes| O| NA| NA| NA| 0
niños| O| NA| NA| NA| 0
pequeños| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
problema| O| NA| NA| NA| 0
se| O| NA| NA| NA| 0
agrava| O| NA| NA| NA| 0
porque| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
niños| O| NA| NA| NA| 0
tienen| O| NA| NA| NA| 0
menos| O| NA| NA| NA| 0
cuidado| O| NA| NA| NA| 0
cuando| O| NA| NA| NA| 0
están| O| NA| NA| NA| 0
jugando| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
si| O| NA| NA| NA| 0
llevas| O| NA| NA| NA| 0
un| O| NA| NA| NA| 0
carrito| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
bebé| O| NA| NA| NA| 0
es| O| NA| NA| NA| 0
difícil| O| NA| NA| NA| 0
esquivarlos| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
No| O| NA| NA| NA| 0
soy| O| NA| NA| NA| 0
un| O| NA| NA| NA| 0
experto| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
temas| O| NA| NA| NA| 0
técnicos| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
ni| O| NA| NA| NA| 0
legales| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
ni| O| NA| NA| NA| 0
económicos| O| NA| NA| NA| 0
sobre| O| NA| NA| NA| 0
este| O| NA| NA| NA| 0
asunto| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
lo| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
entiendo| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
propuesta| O| NA| NA| NA| 0
debe| O| NA| NA| NA| 0
ser| O| NA| NA| NA| 0
refinada| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
pero| O| NA| NA| NA| 0
básicamente| O| NA| NA| NA| 0
mi| O| NA| NA| NA| 0
propuesta| O| NA| NA| NA| 0
es| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
siguiente| O| NA| NA| NA| 0
:| O| NA| NA| NA| 0
-| O| NA| NA| NA| 0
Creo| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
día| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
hoy| O| NA| NA| NA| 0
es| O| NA| NA| NA| 0
obligatorio| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
todos| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
perros| O| NA| NA| NA| 0
lleven| O| NA| NA| NA| 0
microchip| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Entonces| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
vez| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
se| O| NA| NA| NA| 0
le| O| NA| NA| NA| 0
implanta| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
microchip| O| NA| NA| NA| 0
se| O| NA| NA| NA| 0
le| O| NA| NA| NA| 0
hace| O| NA| NA| NA| 0
un| O| NA| NA| NA| 0
registro| O| NA| NA| NA| 0
del| O| NA| NA| NA| 0
ADN| O| NA| NA| NA| 0
al| O| NA| NA| NA| 0
perro| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
también| O| NA| NA| NA| 0
sería| O| NA| NA| NA| 0
obligatorio| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Para| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
perros| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
ya| O| NA| NA| NA| 0
tienen| O| NA| NA| NA| 0
implantado| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
microchip| O| NA| NA| NA| 0
habría| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
dejar| O| NA| NA| NA| 0
un| O| NA| NA| NA| 0
tiempo| O| NA| NA| NA| 0
para| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
dueños| O| NA| NA| NA| 0
realizaran| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
registro| O| NA| NA| NA| 0
del| O| NA| NA| NA| 0
ADN| O| NA| NA| NA| 0
Por| O| NA| NA| NA| 0
lo| O| NA| NA| NA| 0
tanto| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
ya| O| NA| NA| NA| 0
tendríamos| O| NA| NA| NA| 0
cruzados| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
datos| O| NA| NA| NA| 0
del| O| NA| NA| NA| 0
ADN| O| NA| NA| NA| 0
del| O| NA| NA| NA| 0
perro| O| NA| NA| NA| 0
con| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
dueño| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
El| O| NA| NA| NA| 0
coste| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
este| O| NA| NA| NA| 0
registro| O| NA| NA| NA| 0
del| O| NA| NA| NA| 0
ADN| O| NA| NA| NA| 0
sería| O| NA| NA| NA| 0
ser| O| NA| NA| NA| 0
asumido| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
Ayuntamiento| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
-| O| NA| NA| NA| 0
Posteriormente| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
bastaría| O| NA| NA| NA| 0
con| O| NA| NA| NA| 0
ir| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
calle| O| NA| NA| NA| 0
recogiendo| O| NA| NA| NA| 0
excrementos| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
analizar| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
qué| O| NA| NA| NA| 0
perro| O| NA| NA| NA| 0
es| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
quién| O| NA| NA| NA| 0
es| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
dueño| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
multarle| O| NA| NA| NA| 0
con| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
coste| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
ha| O| NA| NA| NA| 0
supuesto| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
registro| O| NA| NA| NA| 0
del| O| NA| NA| NA| 0
ADN| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
análisis| O| NA| NA| NA| 0
del| O| NA| NA| NA| 0
excremento| O| NA| NA| NA| 0
recogido| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
calle| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
multiplicado| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
ejemplo| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
10| O| NA| NA| NA| 0
Se| O| NA| NA| NA| 0
me| O| NA| NA| NA| 0
ocurre| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
puede| O| NA| NA| NA| 0
ser| O| NA| NA| NA| 0
un| O| NA| NA| NA| 0
valor| O| NA| NA| NA| 0
suficiente| O| NA| NA| NA| 0
para| O| NA| NA| NA| 0
financiar| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
registro| O| NA| NA| NA| 0
del| O| NA| NA| NA| 0
ADN| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
perros| O| NA| NA| NA| 0
cuyos| O| NA| NA| NA| 0
dueños| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
dejan| O| NA| NA| NA| 0
excrementos| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
calle| O| NA| NA| NA| 0
 | O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
toda| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
infraestructura| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
es| O| NA| NA| NA| 0
necesario| O| NA| NA| NA| 0
montar| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
llevar| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
cabo| O| NA| NA| NA| 0
esta| O| NA| NA| NA| 0
propuesta| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
aunque| O| NA| NA| NA| 0
como| O| NA| NA| NA| 0
he| O| NA| NA| NA| 0
dicho| O| NA| NA| NA| 0
antes| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
habría| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
refinar| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
propuesta| O| NA| NA| NA| 0
haciendo| O| NA| NA| NA| 0
 | O| NA| NA| NA| 0
cálculos| O| NA| NA| NA| 0
con| O| NA| NA| NA| 0
datos| O| NA| NA| NA| 0
reales| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
A| O| NA| NA| NA| 0
mi| O| NA| NA| NA| 0
modo| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
ver| O| NA| NA| NA| 0
es| O| NA| NA| NA| 0
una| O| NA| NA| NA| 0
propuesta| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
perjudica| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
muchos| O| NA| NA| NA| 0
dueños| O| NA| NA| NA| 0
cívicos| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
perros| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
se| O| NA| NA| NA| 0
carga| O| NA| NA| NA| 0
todo| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
peso| O| NA| NA| NA| 0
económico| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
propuesta| O| NA| NA| NA| 0
sobre| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
dueños| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
perros| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
limpian| O| NA| NA| NA| 0
sus| O| NA| NA| NA| 0
excrementos| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
es| O| NA| NA| NA| 0
una| O| NA| NA| NA| 0
medida| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
serviría| O| NA| NA| NA| 0
para| O| NA| NA| NA| 0
tener| O| NA| NA| NA| 0
una| O| NA| NA| NA| 0
cuidad| O| NA| NA| NA| 0
más| O| NA| NA| NA| 0
limpia| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Hay| O| NA| NA| NA| 0
una| O| NA| NA| NA| 0
propuesta| O| NA| NA| NA| 0
muy| O| NA| NA| NA| 0
buena| O| NA| NA| NA| 0
para| O| NA| NA| NA| 0
acabar| O| NA| NA| NA| 0
con| O| NA| NA| NA| 0
las| O| NA| NA| NA| 0
cacas| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
perros| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
calle| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Por| O| NA| NA| NA| 0
favor| O| NA| NA| NA| 0
votadla| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
dadle| O| NA| NA| NA| 0
difusión| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Estoy| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
acuerdo| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
¿| O| NA| NA| NA| 0
qué| O| NA| NA| NA| 0
pasa| O| NA| NA| NA| 0
con| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
orines| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
tan| O| NA| NA| NA| 0
mal| O| NA| NA| NA| 0
olor| O| NA| NA| NA| 0
producen| O| NA| NA| NA| 0
?| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
es| O| NA| NA| NA| 0
