Limpiar| B| MAJOR_CLAIM| NA| NA| 0
Peligrosas| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
dos| O| NA| NA| NA| 0
sentidos| O| NA| NA| NA| 0
:| O| NA| NA| NA| 0
1| O| NA| NA| NA| 0
El| B| PREMISE| EXPLANATION| SUPPORT| -1
peligro| I| PREMISE| EXPLANATION| SUPPORT| -1
físico| I| PREMISE| EXPLANATION| SUPPORT| -1
,| I| PREMISE| EXPLANATION| SUPPORT| -1
ya| I| PREMISE| EXPLANATION| SUPPORT| -1
que| I| PREMISE| EXPLANATION| SUPPORT| -1
los| I| PREMISE| EXPLANATION| SUPPORT| -1
coches| I| PREMISE| EXPLANATION| SUPPORT| -1
van| I| PREMISE| EXPLANATION| SUPPORT| -1
a| I| PREMISE| EXPLANATION| SUPPORT| -1
una| I| PREMISE| EXPLANATION| SUPPORT| -1
velocidad| I| PREMISE| EXPLANATION| SUPPORT| -1
tremenda| I| PREMISE| EXPLANATION| SUPPORT| -1
y| I| PREMISE| EXPLANATION| SUPPORT| -1
en| I| PREMISE| EXPLANATION| SUPPORT| -1
el| I| PREMISE| EXPLANATION| SUPPORT| -1
túnel| I| PREMISE| EXPLANATION| SUPPORT| -1
de| I| PREMISE| EXPLANATION| SUPPORT| -1
Ferraz| I| PREMISE| EXPLANATION| SUPPORT| -1
hay| I| PREMISE| EXPLANATION| SUPPORT| -1
tráfico| I| PREMISE| EXPLANATION| SUPPORT| -1
e| I| PREMISE| EXPLANATION| SUPPORT| -1
incidentes| I| PREMISE| EXPLANATION| SUPPORT| -1
 | O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
2| O| NA| NA| NA| 0
el| B| PREMISE| EXPLANATION| SUPPORT| -2
peligro| I| PREMISE| EXPLANATION| SUPPORT| -2
al| I| PREMISE| EXPLANATION| SUPPORT| -2
que| I| PREMISE| EXPLANATION| SUPPORT| -2
nos| I| PREMISE| EXPLANATION| SUPPORT| -2
expone| I| PREMISE| EXPLANATION| SUPPORT| -2
la| I| PREMISE| EXPLANATION| SUPPORT| -2
contaminación| I| PREMISE| EXPLANATION| SUPPORT| -2
de| I| PREMISE| EXPLANATION| SUPPORT| -2
los| I| PREMISE| EXPLANATION| SUPPORT| -2
coches| I| PREMISE| EXPLANATION| SUPPORT| -2
.| O| NA| NA| NA| 0
Subir| B| PREMISE| EXEMPLIFICATION| SUPPORT| -1
la| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
cuesta| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
con| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
la| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
bicicleta| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
o| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
andando| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
,| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
genera| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
una| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
sensación| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
de| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
malestar| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
 | I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
producido| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
por| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
la| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
contaminación| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
.| O| NA| NA| NA| 0
Me| O| NA| NA| NA| 0
imagino| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
para| B| PREMISE| ADDITION| SUPPORT| -1
la| I| PREMISE| ADDITION| SUPPORT| -1
gente| I| PREMISE| ADDITION| SUPPORT| -1
que| I| PREMISE| ADDITION| SUPPORT| -1
corre| I| PREMISE| ADDITION| SUPPORT| -1
en| I| PREMISE| ADDITION| SUPPORT| -1
Madrid| I| PREMISE| ADDITION| SUPPORT| -1
Río| I| PREMISE| ADDITION| SUPPORT| -1
será| I| PREMISE| ADDITION| SUPPORT| -1
peor| I| PREMISE| ADDITION| SUPPORT| -1
aún| I| PREMISE| ADDITION| SUPPORT| -1
,| O| NA| NA| NA| 0
ya| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
después| B| PREMISE| REASON| SUPPORT| -1
de| I| PREMISE| REASON| SUPPORT| -1
hacer| I| PREMISE| REASON| SUPPORT| -1
ejercicio| I| PREMISE| REASON| SUPPORT| -1
la| I| PREMISE| REASON| SUPPORT| -1
contaminación| I| PREMISE| REASON| SUPPORT| -1
afecta| I| PREMISE| REASON| SUPPORT| -1
más| I| PREMISE| REASON| SUPPORT| -1
.| O| NA| NA| NA| 0
  | O| NA| NA| NA| 0
Esta| B| PREMISE| REASON| SUPPORT| -7
calle| I| PREMISE| REASON| SUPPORT| -7
es| I| PREMISE| REASON| SUPPORT| -7
especialmente| I| PREMISE| REASON| SUPPORT| -7
peligrosa| I| PREMISE| REASON| SUPPORT| -7
en| I| PREMISE| REASON| SUPPORT| -7
este| I| PREMISE| REASON| SUPPORT| -7
sentido| I| PREMISE| REASON| SUPPORT| -7
porque| O| NA| NA| NA| 0
se| B| PREMISE| REASON| SUPPORT| -1
unen| I| PREMISE| REASON| SUPPORT| -1
dos| I| PREMISE| REASON| SUPPORT| -1
factores| I| PREMISE| REASON| SUPPORT| -1
:| O| NA| NA| NA| 0
La| B| PREMISE| PRECISION| SUPPORT| -1
entrada| I| PREMISE| PRECISION| SUPPORT| -1
de| I| PREMISE| PRECISION| SUPPORT| -1
la| I| PREMISE| PRECISION| SUPPORT| -1
Nacional| I| PREMISE| PRECISION| SUPPORT| -1
5| I| PREMISE| PRECISION| SUPPORT| -1
con| I| PREMISE| PRECISION| SUPPORT| -1
el| I| PREMISE| PRECISION| SUPPORT| -1
tráfico| I| PREMISE| PRECISION| SUPPORT| -1
que| I| PREMISE| PRECISION| SUPPORT| -1
eso| I| PREMISE| PRECISION| SUPPORT| -1
conlleva| I| PREMISE| PRECISION| SUPPORT| -1
y| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
la| B| PREMISE| PRECISION| SUPPORT| -2
cuesta| I| PREMISE| PRECISION| SUPPORT| -2
es| I| PREMISE| PRECISION| SUPPORT| -2
muy| I| PREMISE| PRECISION| SUPPORT| -2
pronunciada| I| PREMISE| PRECISION| SUPPORT| -2
,| O| NA| NA| NA| 0
haciendo| B| PREMISE| RESULT| SUPPORT| -1
que| I| PREMISE| RESULT| SUPPORT| -1
los| I| PREMISE| RESULT| SUPPORT| -1
coches| I| PREMISE| RESULT| SUPPORT| -1
consuman| I| PREMISE| RESULT| SUPPORT| -1
más| I| PREMISE| RESULT| SUPPORT| -1
gasolina| I| PREMISE| RESULT| SUPPORT| -1
y| I| PREMISE| RESULT| SUPPORT| -1
generen| I| PREMISE| RESULT| SUPPORT| -1
más| I| PREMISE| RESULT| SUPPORT| -1
emisiones| I| PREMISE| RESULT| SUPPORT| -1
.| O| NA| NA| NA| 0
  | O| NA| NA| NA| 0
Con| B| PREMISE| RESULT| SUPPORT| -12
mi| I| PREMISE| RESULT| SUPPORT| -12
propuesta| I| PREMISE| RESULT| SUPPORT| -12
pido| I| PREMISE| RESULT| SUPPORT| -12
que| I| PREMISE| RESULT| SUPPORT| -12
se| I| PREMISE| RESULT| SUPPORT| -12
estudie| I| PREMISE| RESULT| SUPPORT| -12
una| I| PREMISE| RESULT| SUPPORT| -12
solución| I| PREMISE| RESULT| SUPPORT| -12
para| I| PREMISE| RESULT| SUPPORT| -12
esta| I| PREMISE| RESULT| SUPPORT| -12
vía| I| PREMISE| RESULT| SUPPORT| -12
y| I| PREMISE| RESULT| SUPPORT| -12
otras| I| PREMISE| RESULT| SUPPORT| -12
paralelas| I| PREMISE| RESULT| SUPPORT| -12
.| O| NA| NA| NA| 0
No| O| NA| NA| NA| 0
sé| O| NA| NA| NA| 0
si| O| NA| NA| NA| 0
la| B| PREMISE| EXEMPLIFICATION| SUPPORT| -1
solución| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
es| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
el| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
soterramiento| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
,| O| NA| NA| NA| 0
ya| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
es| B| PREMISE| OPPOSITION| ATTACK| -1
muy| I| PREMISE| OPPOSITION| ATTACK| -1
costoso| I| PREMISE| OPPOSITION| ATTACK| -1
,| O| NA| NA| NA| 0
o| O| NA| NA| NA| 0
si| O| NA| NA| NA| 0
es| B| PREMISE| EXEMPLIFICATION| SUPPORT| -3
la| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
de| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
priorizar| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
el| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
servicio| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
público| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
y| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
peatonal| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
,| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
y| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
desviar| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
el| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
tráfico| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
por| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
otras| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
entradas| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
a| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
la| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
capital| I| PREMISE| EXEMPLIFICATION| SUPPORT| -3
.| O| NA| NA| NA| 0
 | O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Totalmente| B| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
acuerdo| I| CLAIM| NA| NA| 0
,| O| NA| NA| NA| 0
el| B| PREMISE| REASON| SUPPORT| -1
entorno| I| PREMISE| REASON| SUPPORT| -1
de| I| PREMISE| REASON| SUPPORT| -1
la| I| PREMISE| REASON| SUPPORT| -1
Plaza| I| PREMISE| REASON| SUPPORT| -1
de| I| PREMISE| REASON| SUPPORT| -1
España| I| PREMISE| REASON| SUPPORT| -1
con| I| PREMISE| REASON| SUPPORT| -1
todos| I| PREMISE| REASON| SUPPORT| -1
sus| I| PREMISE| REASON| SUPPORT| -1
túneles| I| PREMISE| REASON| SUPPORT| -1
y| I| PREMISE| REASON| SUPPORT| -1
la| I| PREMISE| REASON| SUPPORT| -1
cuesta| I| PREMISE| REASON| SUPPORT| -1
de| I| PREMISE| REASON| SUPPORT| -1
San| I| PREMISE| REASON| SUPPORT| -1
Vicente| I| PREMISE| REASON| SUPPORT| -1
la| I| PREMISE| REASON| SUPPORT| -1
convierten| I| PREMISE| REASON| SUPPORT| -1
en| I| PREMISE| REASON| SUPPORT| -1
un| I| PREMISE| REASON| SUPPORT| -1
sitio| I| PREMISE| REASON| SUPPORT| -1
tremendamente| I| PREMISE| REASON| SUPPORT| -1
hostil| I| PREMISE| REASON| SUPPORT| -1
para| I| PREMISE| REASON| SUPPORT| -1
los| I| PREMISE| REASON| SUPPORT| -1
peatones| I| PREMISE| REASON| SUPPORT| -1
y| I| PREMISE| REASON| SUPPORT| -1
los| I| PREMISE| REASON| SUPPORT| -1
ciclistas| I| PREMISE| REASON| SUPPORT| -1
.| O| NA| NA| NA| 0
Es| B| PREMISE| RESULT| SUPPORT| -2
necesario| I| PREMISE| RESULT| SUPPORT| -2
acabar| I| PREMISE| RESULT| SUPPORT| -2
con| I| PREMISE| RESULT| SUPPORT| -2
eso| I| PREMISE| RESULT| SUPPORT| -2
.| O| NA| NA| NA| 0

Totalmente| B| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
acuerdo| I| CLAIM| NA| NA| 0
,| O| NA| NA| NA| 0
pero| O| NA| NA| NA| 0
lo| B| PREMISE| OPPOSITION| ATTACK| -1
que| I| PREMISE| OPPOSITION| ATTACK| -1
más| I| PREMISE| OPPOSITION| ATTACK| -1
me| I| PREMISE| OPPOSITION| ATTACK| -1
indigna| I| PREMISE| OPPOSITION| ATTACK| -1
es| I| PREMISE| OPPOSITION| ATTACK| -1
que| I| PREMISE| OPPOSITION| ATTACK| -1
se| I| PREMISE| OPPOSITION| ATTACK| -1
podría| I| PREMISE| OPPOSITION| ATTACK| -1
unir| I| PREMISE| OPPOSITION| ATTACK| -1
con| I| PREMISE| OPPOSITION| ATTACK| -1
algo| I| PREMISE| OPPOSITION| ATTACK| -1
tan| I| PREMISE| OPPOSITION| ATTACK| -1
sencillo| I| PREMISE| OPPOSITION| ATTACK| -1
como| I| PREMISE| OPPOSITION| ATTACK| -1
abrir| I| PREMISE| OPPOSITION| ATTACK| -1
el| I| PREMISE| OPPOSITION| ATTACK| -1
campo| I| PREMISE| OPPOSITION| ATTACK| -1
del| I| PREMISE| OPPOSITION| ATTACK| -1
moro| I| PREMISE| OPPOSITION| ATTACK| -1
al| I| PREMISE| OPPOSITION| ATTACK| -1
público| I| PREMISE| OPPOSITION| ATTACK| -1
y| I| PREMISE| OPPOSITION| ATTACK| -1
los| I| PREMISE| OPPOSITION| ATTACK| -1
jardines| I| PREMISE| OPPOSITION| ATTACK| -1
de| I| PREMISE| OPPOSITION| ATTACK| -1
sabatino| I| PREMISE| OPPOSITION| ATTACK| -1
es| O| NA| NA| NA| 0
decir| O| NA| NA| NA| 0
que| B| PREMISE| RESTATEMENT| SUPPORT| -1
dejen| I| PREMISE| RESTATEMENT| SUPPORT| -1
de| I| PREMISE| RESTATEMENT| SUPPORT| -1
existir| I| PREMISE| RESTATEMENT| SUPPORT| -1
vallas| I| PREMISE| RESTATEMENT| SUPPORT| -1
y| I| PREMISE| RESTATEMENT| SUPPORT| -1
que| I| PREMISE| RESTATEMENT| SUPPORT| -1
se| I| PREMISE| RESTATEMENT| SUPPORT| -1
conecten| I| PREMISE| RESTATEMENT| SUPPORT| -1
esas| I| PREMISE| RESTATEMENT| SUPPORT| -1
zonas| I| PREMISE| RESTATEMENT| SUPPORT| -1
verdes| I| PREMISE| RESTATEMENT| SUPPORT| -1
Madrid| I| PREMISE| RESTATEMENT| SUPPORT| -1
río| I| PREMISE| RESTATEMENT| SUPPORT| -1
,| I| PREMISE| RESTATEMENT| SUPPORT| -1
casa| I| PREMISE| RESTATEMENT| SUPPORT| -1
campo| I| PREMISE| RESTATEMENT| SUPPORT| -1
,| I| PREMISE| RESTATEMENT| SUPPORT| -1
campo| I| PREMISE| RESTATEMENT| SUPPORT| -1
del| I| PREMISE| RESTATEMENT| SUPPORT| -1
moro| I| PREMISE| RESTATEMENT| SUPPORT| -1
y| I| PREMISE| RESTATEMENT| SUPPORT| -1
jardines| I| PREMISE| RESTATEMENT| SUPPORT| -1
de| I| PREMISE| RESTATEMENT| SUPPORT| -1
sabatini| I| PREMISE| RESTATEMENT| SUPPORT| -1
y| I| PREMISE| RESTATEMENT| SUPPORT| -1
sea| I| PREMISE| RESTATEMENT| SUPPORT| -1
para| I| PREMISE| RESTATEMENT| SUPPORT| -1
todos| I| PREMISE| RESTATEMENT| SUPPORT| -1
a| I| PREMISE| RESTATEMENT| SUPPORT| -1
todas| I| PREMISE| RESTATEMENT| SUPPORT| -1
horas| I| PREMISE| RESTATEMENT| SUPPORT| -1
.| O| NA| NA| NA| 0

Una| O| NA| NA| NA| 0
propuesta| O| NA| NA| NA| 0
muy| O| NA| NA| NA| 0
sensata| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

100| B| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
acuerdo| I| CLAIM| NA| NA| 0
!| O| NA| NA| NA| 0
La| B| PREMISE| REASON| SUPPORT| -1
idea| I| PREMISE| REASON| SUPPORT| -1
del| I| PREMISE| REASON| SUPPORT| -1
campo| I| PREMISE| REASON| SUPPORT| -1
del| I| PREMISE| REASON| SUPPORT| -1
Moro| I| PREMISE| REASON| SUPPORT| -1
me| I| PREMISE| REASON| SUPPORT| -1
parece| I| PREMISE| REASON| SUPPORT| -1
muy| I| PREMISE| REASON| SUPPORT| -1
buena| I| PREMISE| REASON| SUPPORT| -1
,| I| PREMISE| REASON| SUPPORT| -1
ojalá| I| PREMISE| REASON| SUPPORT| -1
fuera| I| PREMISE| REASON| SUPPORT| -1
realizable| I| PREMISE| REASON| SUPPORT| -1
!| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Totalmente| B| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
acuerdo| I| CLAIM| NA| NA| 0
con| I| CLAIM| NA| NA| 0
tu| I| CLAIM| NA| NA| 0
propuesta| I| CLAIM| NA| NA| 0
.| O| NA| NA| NA| 0
Sin| O| NA| NA| NA| 0
embargo| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
tengo| B| PREMISE| OPPOSITION| ATTACK| -1
entendido| I| PREMISE| OPPOSITION| ATTACK| -1
que| I| PREMISE| OPPOSITION| ATTACK| -1
una| I| PREMISE| OPPOSITION| ATTACK| -1
vez| I| PREMISE| OPPOSITION| ATTACK| -1
acabadas| I| PREMISE| OPPOSITION| ATTACK| -1
las| I| PREMISE| OPPOSITION| ATTACK| -1
obras| I| PREMISE| OPPOSITION| ATTACK| -1
del| I| PREMISE| OPPOSITION| ATTACK| -1
Museo| I| PREMISE| OPPOSITION| ATTACK| -1
de| I| PREMISE| OPPOSITION| ATTACK| -1
Colecciones| I| PREMISE| OPPOSITION| ATTACK| -1
Reales| I| PREMISE| OPPOSITION| ATTACK| -1
2016| I| PREMISE| OPPOSITION| ATTACK| -1
se| I| PREMISE| OPPOSITION| ATTACK| -1
reabrirá| I| PREMISE| OPPOSITION| ATTACK| -1
un| I| PREMISE| OPPOSITION| ATTACK| -1
acceso| I| PREMISE| OPPOSITION| ATTACK| -1
al| I| PREMISE| OPPOSITION| ATTACK| -1
Campo| I| PREMISE| OPPOSITION| ATTACK| -1
del| I| PREMISE| OPPOSITION| ATTACK| -1
Moro| I| PREMISE| OPPOSITION| ATTACK| -1
desde| I| PREMISE| OPPOSITION| ATTACK| -1
la| I| PREMISE| OPPOSITION| ATTACK| -1
Explanada| I| PREMISE| OPPOSITION| ATTACK| -1
de| I| PREMISE| OPPOSITION| ATTACK| -1
La| I| PREMISE| OPPOSITION| ATTACK| -1
Almudena| I| PREMISE| OPPOSITION| ATTACK| -1
.| O| NA| NA| NA| 0

Aprovechar| B| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
reforma| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
Plaza| I| CLAIM| NA| NA| 0
España| I| CLAIM| NA| NA| 0
para| O| NA| NA| NA| 0
unirlo| B| PREMISE| GOAL| SUPPORT| -1
peatonal| I| PREMISE| GOAL| SUPPORT| -1
mente| I| PREMISE| GOAL| SUPPORT| -1
con| I| PREMISE| GOAL| SUPPORT| -1
Madrid| I| PREMISE| GOAL| SUPPORT| -1
Río| I| PREMISE| GOAL| SUPPORT| -1
.| O| NA| NA| NA| 0

Totalmente| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
favor| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
tu| O| NA| NA| NA| 0
propuesta| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Muchas| O| NA| NA| NA| 0
gracias| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
estos| O| NA| NA| NA| 0
300| O| NA| NA| NA| 0
apoyos| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Si| O| NA| NA| NA| 0
de| B| PREMISE| CONDITION| SUPPORT| 1
verdad| I| PREMISE| CONDITION| SUPPORT| 1
creéis| I| PREMISE| CONDITION| SUPPORT| 1
que| I| PREMISE| CONDITION| SUPPORT| 1
esta| I| PREMISE| CONDITION| SUPPORT| 1
propuesta| I| PREMISE| CONDITION| SUPPORT| 1
debe| I| PREMISE| CONDITION| SUPPORT| 1
llegar| I| PREMISE| CONDITION| SUPPORT| 1
a| I| PREMISE| CONDITION| SUPPORT| 1
contemplarse| I| PREMISE| CONDITION| SUPPORT| 1
,| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
favor| O| NA| NA| NA| 0
compartid| B| PREMISE| NA| NA| 0
el| I| PREMISE| NA| NA| 0
hilo| I| PREMISE| NA| NA| 0
.| O| NA| NA| NA| 0
Con| B| CLAIM| RESULT| SUPPORT| -1
una| I| CLAIM| RESULT| SUPPORT| -1
cuesta| I| CLAIM| RESULT| SUPPORT| -1
de| I| CLAIM| RESULT| SUPPORT| -1
San| I| CLAIM| RESULT| SUPPORT| -1
Vicente| I| CLAIM| RESULT| SUPPORT| -1
peatonal| I| CLAIM| RESULT| SUPPORT| -1
o| I| CLAIM| RESULT| SUPPORT| -1
más| I| CLAIM| RESULT| SUPPORT| -1
accesible| I| CLAIM| RESULT| SUPPORT| -1
podría| I| CLAIM| RESULT| SUPPORT| -1
ser| I| CLAIM| RESULT| SUPPORT| -1
una| I| CLAIM| RESULT| SUPPORT| -1
pasada| I| CLAIM| RESULT| SUPPORT| -1
bajar| I| CLAIM| RESULT| SUPPORT| -1
a| I| CLAIM| RESULT| SUPPORT| -1
Madrid| I| CLAIM| RESULT| SUPPORT| -1
Rio| I| CLAIM| RESULT| SUPPORT| -1
/| I| CLAIM| RESULT| SUPPORT| -1
Casa| I| CLAIM| RESULT| SUPPORT| -1
de| I| CLAIM| RESULT| SUPPORT| -1
campo| I| CLAIM| RESULT| SUPPORT| -1
rodeados| I| CLAIM| RESULT| SUPPORT| -1
del| I| CLAIM| RESULT| SUPPORT| -1
Campo| I| CLAIM| RESULT| SUPPORT| -1
del| I| CLAIM| RESULT| SUPPORT| -1
Moro| I| CLAIM| RESULT| SUPPORT| -1
y| I| CLAIM| RESULT| SUPPORT| -1
el| I| CLAIM| RESULT| SUPPORT| -1
Templo| I| CLAIM| RESULT| SUPPORT| -1
de| I| CLAIM| RESULT| SUPPORT| -1
Debod| I| CLAIM| RESULT| SUPPORT| -1
.| O| NA| NA| NA| 0
Ya| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
se| B| PREMISE| NA| NA| 0
va| I| PREMISE| NA| NA| 0
a| I| PREMISE| NA| NA| 0
reformar| I| PREMISE| NA| NA| 0
la| I| PREMISE| NA| NA| 0
Plaza| I| PREMISE| NA| NA| 0
de| I| PREMISE| NA| NA| 0
España| I| PREMISE| NA| NA| 0
,| O| NA| NA| NA| 0
no| B| PREMISE| ADDITION| SUPPORT| -2
veo| I| PREMISE| ADDITION| SUPPORT| -2
mejor| I| PREMISE| ADDITION| SUPPORT| -2
momento| I| PREMISE| ADDITION| SUPPORT| -2
para| I| PREMISE| ADDITION| SUPPORT| -2
sacar| I| PREMISE| ADDITION| SUPPORT| -2
a| I| PREMISE| ADDITION| SUPPORT| -2
debate| I| PREMISE| ADDITION| SUPPORT| -2
esta| I| PREMISE| ADDITION| SUPPORT| -2
propuesta| I| PREMISE| ADDITION| SUPPORT| -2
.| O| NA| NA| NA| 0

Existe| B| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
creencia| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
que| I| CLAIM| NA| NA| 0
soterrar| I| CLAIM| NA| NA| 0
es| I| CLAIM| NA| NA| 0
caro| I| CLAIM| NA| NA| 0
,| O| NA| NA| NA| 0
cuando| O| NA| NA| NA| 0
realmente| O| NA| NA| NA| 0
este| B| PREMISE| PRECISION| SUPPORT| -1
tipo| I| PREMISE| PRECISION| SUPPORT| -1
de| I| PREMISE| PRECISION| SUPPORT| -1
túnel| I| PREMISE| PRECISION| SUPPORT| -1
se| I| PREMISE| PRECISION| SUPPORT| -1
denomina| I| PREMISE| PRECISION| SUPPORT| -1
falso| I| PREMISE| PRECISION| SUPPORT| -1
túnel| I| PREMISE| PRECISION| SUPPORT| -1
,| O| NA| NA| NA| 0
ya| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
consiste| B| PREMISE| REASON| SUPPORT| -1
en| I| PREMISE| REASON| SUPPORT| -1
abrir| I| PREMISE| REASON| SUPPORT| -1
la| I| PREMISE| REASON| SUPPORT| -1
calle| I| PREMISE| REASON| SUPPORT| -1
,| I| PREMISE| REASON| SUPPORT| -1
excavar| I| PREMISE| REASON| SUPPORT| -1
4| I| PREMISE| REASON| SUPPORT| -1
o| I| PREMISE| REASON| SUPPORT| -1
5| I| PREMISE| REASON| SUPPORT| -1
metros| I| PREMISE| REASON| SUPPORT| -1
y| I| PREMISE| REASON| SUPPORT| -1
cubrirlo| I| PREMISE| REASON| SUPPORT| -1
con| I| PREMISE| REASON| SUPPORT| -1
vigas| I| PREMISE| REASON| SUPPORT| -1
y| I| PREMISE| REASON| SUPPORT| -1
asfalto| I| PREMISE| REASON| SUPPORT| -1
,| I| PREMISE| REASON| SUPPORT| -1
sin| I| PREMISE| REASON| SUPPORT| -1
tuneladoras| I| PREMISE| REASON| SUPPORT| -1
.| O| NA| NA| NA| 0
No| O| NA| NA| NA| 0
obstante| O| NA| NA| NA| 0
la| B| PREMISE| OPPOSITION| ATTACK| -3
idea| I| PREMISE| OPPOSITION| ATTACK| -3
de| I| PREMISE| OPPOSITION| ATTACK| -3
continuar| I| PREMISE| OPPOSITION| ATTACK| -3
el| I| PREMISE| OPPOSITION| ATTACK| -3
túnel| I| PREMISE| OPPOSITION| ATTACK| -3
que| I| PREMISE| OPPOSITION| ATTACK| -3
ahora| I| PREMISE| OPPOSITION| ATTACK| -3
existe| I| PREMISE| OPPOSITION| ATTACK| -3
más| I| PREMISE| OPPOSITION| ATTACK| -3
allá| I| PREMISE| OPPOSITION| ATTACK| -3
de| I| PREMISE| OPPOSITION| ATTACK| -3
Príncipe| I| PREMISE| OPPOSITION| ATTACK| -3
Pío| I| PREMISE| OPPOSITION| ATTACK| -3
hasta| I| PREMISE| OPPOSITION| ATTACK| -3
Plaza| I| PREMISE| OPPOSITION| ATTACK| -3
de| I| PREMISE| OPPOSITION| ATTACK| -3
España| I| PREMISE| OPPOSITION| ATTACK| -3
para| I| PREMISE| OPPOSITION| ATTACK| -3
conectar| I| PREMISE| OPPOSITION| ATTACK| -3
con| I| PREMISE| OPPOSITION| ATTACK| -3
el| I| PREMISE| OPPOSITION| ATTACK| -3
túnel| I| PREMISE| OPPOSITION| ATTACK| -3
de| I| PREMISE| OPPOSITION| ATTACK| -3
Bailén| I| PREMISE| OPPOSITION| ATTACK| -3
es| I| PREMISE| OPPOSITION| ATTACK| -3
la| I| PREMISE| OPPOSITION| ATTACK| -3
única| I| PREMISE| OPPOSITION| ATTACK| -3
salida| I| PREMISE| OPPOSITION| ATTACK| -3
.| O| NA| NA| NA| 0
Recordemos| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
esta| B| PREMISE| REASON| SUPPORT| -1
vía| I| PREMISE| REASON| SUPPORT| -1
es| I| PREMISE| REASON| SUPPORT| -1
el| I| PREMISE| REASON| SUPPORT| -1
único| I| PREMISE| REASON| SUPPORT| -1
gran| I| PREMISE| REASON| SUPPORT| -1
acceso| I| PREMISE| REASON| SUPPORT| -1
desde| I| PREMISE| REASON| SUPPORT| -1
el| I| PREMISE| REASON| SUPPORT| -1
Oeste| I| PREMISE| REASON| SUPPORT| -1
